Id,Portfolio Dept?,Title,Portfolio,Classification,Type of Body,GFS Sector Classification,Materiality,Description,Established By / Under,Established by/Under More Info,Creation Date,GFS Function / Sector Reported,PS Act Body,Average Staffing Level (ASL),Max Number of Board / Committee Members,Paid Members?,Board / Committee Appointed by,Board / Committee Appointed More Info,Annual Report Prepared and Tabled?,Auditor,Auditor Other,ABN,Parent Organisation,Parent Board / Non-Board Title,Total Appropriations ($000),Total Departmental Expenses ($000),Head Office Street Address,Head Office Suburb,Head Office State,Head Office Postcode,Head Office Country,Website Address,Strategic/Corporate/Organisational Plan,Annual Reports,Budget Documentation
B-004316,,National Data Advisory Council,Finance,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The National Data Advisory Council (NDAC) advises the National Data Commissioner on data sharing including on ethics, balancing data availability with privacy protection, trust and transparency, technical best practice, industry and international developments and community expectations.",Act / Regulation,Data Availability and Transparency Act 2022,1/04/2022,,,,,,,,,,,,,Office of the National Data Commissioner,,,One Canberra Avenue,Forrest,,2603,,,,,
B-003998,,Anangu Communities Foundation,Prime Minister and Cabinet,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,"Trustee for the Mutijulu Foundation Trust, which was established as a charitable trust for the benefit of identified Aboriginal communities. Wholly owned subsidiary of Voyages Indigenous Tourism Australia Pty Ltd, but not a controlled entity",Corporations Act 2001 / Company / Trust Deed / Partnership,,21/05/2011,,,,,,,,No,Ernst & Young,,57 100 482 924,,Voyages Indigenous Tourism Australia Pty Ltd,,,179 Elizabeth Street,SYDNEY,NSW,2000,Australia,https://www.ayersrockresort.com.au/uluru-and-kata-tjuta/mutitjulu-foundation,,,
B-004139,,National Careers Institute Advisory Board,Employment and Workplace Relations,B. Secondary,F. Non Statutory - Function w Separate Branding,,,"The National Careers Institute Advisory Board (the Advisory Board) continues to guide the National Careers Institute's (NCI) strategic direction and provide independent, expert advice to support the NCI in delivering its purpose, objectives and defined role as outlined in the Charter. It is not a decision-making body, and has no governing legislation The initial establishment of the NCI was announced as part of the 2019-20 Budget measure, Delivering Skills for Today and Tomorrow, to ensure Australians have access to accurate and up to date career information and support regardless of their age or stage of their career.",Minister,,1/09/2020,,,,11,No,Ministerial,,No,,,,,National Careers Institute,,,50 Marcus Clarke St,Canberra City,ACT,2601,Australia,https://www.dese.gov.au/nci/national-careers-institute-advisory-board,,No,
B-004092,,Document Verification Service Advisory Board,Home Affairs,B. Secondary,G. Ministerial Councils and Related Bodies including those Established by the COAG,,,"The Document Verification Service (DVS) Advisory Board is responsible for considering DVS operational policy, approving new user applications, compliance, accreditation, and risk management.","Committee, Council, Board, Forum",National Identity Security Coordination Group,1/07/2009,,,,,,,,,,,,,National Identity Security Coordination Group,,,3-5 National Circuit,BARTON,ACT,2600,Australia,,,,
B-003225,,Precursor Industry Reference Group,Home Affairs,B. Secondary,G. Ministerial Councils and Related Bodies including those Established by the COAG,,,The Precursor Industry Reference Group (PIRG) is made up of industry stakeholders who provide advice to the Precursor Advisory Group to assist it to fulfil its role to put forward to government risk mitigation approaches around precursor chemicals used in the manufacture of illicit drugs.,Minister,,26/11/2010,,,,0,No,,,No,,,,,Precursor Advisory Group,,,,,,,,,,,
B-003229,,Copyright Advisory Group,Education,B. Secondary,G. Ministerial Councils and Related Bodies including those Established by the COAG,,,"The Copyright Advisory Group - Schools (CAG Schools) represents schools in Australia on copyright matters to the Education Council (formerly SCSEEC). CAG schools is assisted by the National Copyright Unit (the NCU). CAG Schools members include Commonwealth (observer status), State and Territory Departments of Education, all Catholic Education Offices and the Independent Schools Council of Australia.",COAG,,30/06/1994,,,,,,,,No,,,,,Australian Education Senior Officials Committee (AESOC),,,"Level 7, 105 Phillip Street",PARRAMATTA,NSW,2150,Australia,https://smartcopying.edu.au/about-us/,,,
B-003231,,Early Childhood Policy Group,Education,B. Secondary,G. Ministerial Councils and Related Bodies including those Established by the COAG,,,The Early Childhood Policy Group (ECPG) reports to and provides high-level strategic policy advice to Education Council (through AESOC) on early childhood education and care matters.,"Committee, Council, Board, Forum",Australian Education Senior Officials Committee (AESOC),1/01/2014,,,,,,,,No,,,,,Australian Education Senior Officials Committee (AESOC),,,,,,,Australia,,,,
B-004269,,National Medical Workforce Strategy Service Registrars Working Group,Health and Aged Care,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The National Medical Workforce Strategy Service Registrars Working Group (NMWS SRWG) is a non-statutory sub-committee of MWRAC and is accountable to MWRAC. The purpose of the NMWS SRWG is to progress the implementation of an optimal hospital service registrar framework, including trials, where possible.","Committee, Council, Board, Forum",Medical Workforce Reform Advisory Committee (MWRAC),1/12/2021,,,,,,,,,,,,,Medical Workforce Reform Advisory Committee,,,23 Furzer Street,Phillip,ACT,2606,Australia,,,,
B-004268,,National Medical Workforce Strategy Steering Committee,Health and Aged Care,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The National Medical Workforce Strategy Steering Committee (the Committee) is a non-statutory sub-committee of MWRAC and is accountable to MWRAC. Its purpose is to to assist in planning for the initial stages of implementation of the Strategy and develop options for the new joint planning and advisory body, which will replace MWRAC. Its operation is established and governed by the Department.","Committee, Council, Board, Forum",Medical Workforce Reform Advisory Committee (MWRAC),1/12/2021,,,,,,,,,,,,,Medical Workforce Reform Advisory Committee,,,23 Furzer Street,Phillip,ACT,2606,Australia,,,,
B-000743,,Industry Innovation and Science Australia - Innovation Investment Committee,"Industry, Science and Resources",B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The role of the Innovation Investment Committee (IIC) is to assist Industry Innovation and Science Australia (IISA) administer the suite of venture capital programmes, and provide guidance to the department throughout the lifecycles of the various programs. For the venture capital tax concession programs Venture Capital Limited Partnerships (VCLP), Early Stage Venture Capital Limited Partnerships (ESVCLP) and Pooled Development Funds (PDF), this include decisions on registration, and decisions relating to compliance and interpretation of provisions in the relevant Acts. The IIC may consist of up to seven members and are appointed by the Minister of Industry, Energy and Emissions Reduction.",Act / Regulation,Industry Research and Development Act 1986,18/03/2016,,,,7,Yes,Ministerial,,,,,,,Industry Innovation and Science Australia,,,10 Binara St,Canberra,ACT,2601,Australia,hhttps://www.industry.gov.au/policies-and-initiatives/industry-innovation-and-science-australia,,,
B-003235,,Industry Innovation and Science Australia - Cooperative Research Centres Advisor,"Industry, Science and Resources",B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The CRC Advisory Committee (CRCAC) was established under the Industry Innovation and Science Australia Board to provide advice and recommendations for funding under the CRC and CRC-P programs; the ongoing progress and performance of individual CRCs and the operations of the CRC and CRC-P programs. The CRCAC may consist of up to seven members and are appointed by the Minister of Industry, Science and Technology.",Act / Regulation,Industry Research and Development Act 1986,1/07/2015,,,,7,Yes,Ministerial,,"No, but disclosed in parent's financial statements",,,,,Industry Innovation and Science Australia,,,10 Binara St,Canberra,ACT,2601,Australia,https://www.business.gov.au/Grants-and-Programs/Cooperative-Research-Centres-CRC-Grants,,,
B-003236,,Industry Innovation and Science Australia - Entrepreneurs' Programme Committee,"Industry, Science and Resources",B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Entrepreneurs' Programme Committee (EPC) operates under delegation from Industry Innovation and Science Australia (IISA). The role of the Entrepreneurs' Programme Committee (EPC) is to provide merit assessments and merit rankings of referred applications in relation to the Accelerating Commercialisation component of the Entrepreneurs' Programme. The Committee is also responsible for merit assessment of, and advice on, applications for funding under the Business Research and Innovation Initiative (BRII). The EPC may consist of up to seven members and are appointed by the Minister of Industry, Energy and Emissions Reduction.",Act / Regulation,Industry Research and Development Act 1987,1/07/2015,,,,7,Yes,Ministerial,,"No, but noted in parent's annual report",,,,,Industry Innovation and Science Australia,,,10 Binara St,Canberra,ACT,2601,Australia,https://www.industry.gov.au/funding-and-incentives/supporting-business-and-innovation,,,
B-003309,,Industry Innovation and Science Australia - R&D Incentives Committee,"Industry, Science and Resources",B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The R&D Incentives Committee (RADIC) operates under delegation from Industry Innovation and Science Australia (IISA). It is responsible for providing advice to IISA about the operations of the R&D Tax Concession Program for income years commencing before 1 July 2011 and the R&D Tax Incentive for income years commencing on or after 1 July 2011. In particular, it is responsible for assessing activities registered across all sectors including providing certificates to the Commissioner for Taxation about the eligibility of activities registered for the Concession and the Incentive. The Committee also provides advice about operational policy aspects of the R&D Tax Concession Program and the R&D Tax Incentive. RADIC may consist of up to seven members and are appointed by the Minister of Industry, Energy and Emissions Reduction.",Act / Regulation,"Industry Research and Development Act, 1986",27/09/2007,,,,7,Yes,Ministerial,,"No, but noted in parent's annual report",,,,,Industry Innovation and Science Australia,,,10 Binara St,Canberra,ACT,2601,Australia,Change link to https://www.industry.gov.au/policies-and-initiatives/industry-innovation-and-science-australia,,,
